id,username,lat,lon,Sentiment
51,AaronRoaf,33.560742000000005,-117.7300055,Positive
52,TokerSolar,33.692542,-117.9987325,Positive
53,Simp4Sluts,33.595946,-117.1103725,Positive
54,daisukecfc4,33.689732,-117.7823605,Positive
55,calcon2021,33.617638,-117.874032,Positive
56,tmj_LAJ_LABOR,32.9546066,-117.0396504,Positive
57,jenny_guerrero_,33.9873325,-117.6732545,Positive
58,_kimcarmona,33.739992,-117.8874385,Negative
59,JosephVVallace,33.689732,-117.7823605,Negative
60,everyEarthquake,35.9086685,-117.6900024,Positive
61,jabronibrett,33.842863,-117.851089,Negative
62,caksjc,33.5066425,-117.649072,Negative
63,quis__custodiet,33.94469,-117.93902,Negative
64,SubisStrong,32.810012,-117.104989,Positive
65,KINDATlRED,33.935822,-117.397616,Negative
66,ls1228,33.689732,-117.7823605,Positive
67,karinaamichelle,32.810012,-117.104989,Negative
68,goodboytroy_,32.810012,-117.104989,Positive
69,podofthrones,33.603508000000005,-117.656773,Positive
70,suzannemayfiel7,33.747313500000004,-117.993728,Positive
71,nuclearcomics,33.60366636,-117.69299286,Negative
72,SurferDude_HB,33.692542,-117.9987325,Positive
73,Jancooties,33.8527355,-118.006657,Negative
74,Cooley504NOLA,33.935822,-117.397616,Positive
75,cinemaxwell,33.842863,-117.851089,Positive
76,roquelian2,32.810012,-117.104989,Negative
77,mypalalex1989,33.226316,-117.320879,Negative
78,podofthrones,33.603508000000005,-117.656773,Positive
79,tmj_cao_acct,33.6469661,-117.689218,Positive
80,RainBirdJobs,32.715738,-117.1610838,Positive
81,rruiz1689,33.6880475,-117.1970825,Positive
82,leo_2pou,33.935822,-117.397616,Positive
83,mattlogical,37.2691755,-119.3066075,Negative
84,MrSierra2U,33.900901000000005,-118.0071635,Positive
85,OmariWarren,32.810012,-117.104989,Negative
86,Malc03Elliott,33.935822,-117.397616,Positive
87,diex_m,33.6476185,-117.35981,Positive
88,Budmanthegreat,33.1387415,-117.1668165,Negative
89,ErichSaylor,34.0304,-118.779,Positive
90,programmehq,33.87445803,-117.88737722,Positive
91,DanaGriffinNBC,32.810012,-117.104989,Positive
92,_LadyWanderlust,37.2691755,-119.3066075,Positive
93,GinnyMorse3,32.810012,-117.104989,Positive
94,iamaj_23,33.921924000000004,-117.21792,Positive
95,ppadres,32.810012,-117.104989,Negative
96,CJMPadres23,37.2691755,-119.3066075,Positive
97,Kendahemingway,33.1387415,-117.1668165,Positive
98,thepatrickrazzi,33.8904245,-117.789005,Negative
99,publihope,37.2691755,-119.3066075,Negative
100,nuclearcomics,33.60366636,-117.69299286,Positive
101,Tops4Tweets,33.501021,-117.1195165,Positive
102,mattlogical,37.2691755,-119.3066075,Positive
103,chris_hurney,33.689732,-117.7823605,Negative
104,MarkerHunter,33.935822,-117.397616,Positive
105,JosephVVallace,33.689732,-117.7823605,Negative
106,Preciousmsd1,33.98388555,-117.39310026,Positive
107,CoachThurmond87,32.810012,-117.104989,Positive
108,coach_selina,33.7293785,-116.9899205,Negative
109,5AS1OL,33.6463475,-117.671611,Positive
110,masiahg_,32.810012,-117.104989,Positive
111,Coach__Chance,33.9793435,-117.5800355,Positive
112,LabcorpCareers,33.6425861,-117.8296479,Positive
113,SithLordKakashi,33.5942685,-117.709877,Negative
114,glowskulls,34.15647414,-116.49300415,Positive
115,ls1228,33.689732,-117.7823605,Negative
116,215To562,37.2691755,-119.3066075,Negative
117,chubecca,33.689732,-117.7823605,Negative
118,masiahg_,32.810012,-117.104989,Positive
119,jayprasuhn,33.045009,-117.253906,Positive
120,mattlogical,37.2691755,-119.3066075,Positive
121,AnitaRa55528227,33.842863,-117.851089,Negative
122,tmj_laj_realest,33.1580933,-117.3505939,Positive
123,coach_selina,33.7293785,-116.9899205,Positive
124,thepatrickrazzi,33.8904245,-117.789005,Negative
125,nuclearcomics,33.60366636,-117.69299286,Positive
126,justinkichlerr,33.8893475,-117.9248925,Negative
127,BikeyMrown,37.2691755,-119.3066075,Negative
128,marca56,33.617638,-117.874032,Negative
129,wassystyle1,32.810012,-117.104989,Negative
130,ZAYVIONN,37.2691755,-119.3066075,Negative
131,pampartydoll,33.501021,-117.1195165,Positive
132,Tops4Tweets,33.501021,-117.1195165,Negative
133,JeffAHamilton,37.2691755,-119.3066075,Positive
134,Kyrodo,33.739992,-117.8874385,Positive
135,shindoverse,32.810012,-117.104989,Negative
136,jonathan_shen7,33.692542,-117.9987325,Positive
137,test5geo1798,37.2691755,-119.3066075,Positive
138,HomesByVerso,33.602636,-117.825413,Positive
139,vickscs,32.810012,-117.104989,Positive
140,ICONchad,37.2691755,-119.3066075,Negative
141,towerofdaniels,33.921924000000004,-117.21792,Negative
142,SithLordKakashi,33.5942685,-117.709877,Positive
143,tmj_LAJ_transp,33.1439868,-117.1830875,Positive
144,MariusSose,32.7155,-117.1585,Positive
145,jaymedondada,32.810012,-117.104989,Negative
146,IndianaBeeJones,33.842863,-117.851089,Positive
147,everyEarthquake,38.7896652,-122.8044968,Positive
148,OCSteveSDS,33.689732,-117.7823605,Positive
149,SubisStrong,32.810012,-117.104989,Positive
150,CiZiad,33.689732,-117.7823605,Positive
151,calcon2021,33.617638,-117.874032,Positive
152,USAMOBILETIRE,32.7155,-117.1585,Positive
153,CarlsbadCharlie,32.810012,-117.104989,Negative
154,Mr__Tamarind,33.226316,-117.320879,Negative
155,eubarr,37.2691755,-119.3066075,Positive
156,CiZiad,33.689732,-117.7823605,Positive
157,GridironAndWine,32.810012,-117.104989,Positive
158,takarakanashi,33.842863,-117.851089,Positive
159,AnitaRa55528227,33.842863,-117.851089,Positive
160,thedinosaurenby,33.8819225,-117.8505745,Positive
161,marca56,33.617638,-117.874032,Negative
162,wassystyle1,32.810012,-117.104989,Positive
163,Dennis_Sharp,33.689732,-117.7823605,Negative
164,cinemaxwell,33.842863,-117.851089,Negative
165,_Briannnamariee,32.810012,-117.104989,Positive
166,SheeeshSimon,32.810012,-117.104989,Negative
167,testgeo2021,37.2691755,-119.3066075,Positive
168,E2EJobs,33.665242,-117.7490656,Positive
169,LawrenceDavisI3,37.2691755,-119.3066075,Positive
170,coach_selina,33.7293785,-116.9899205,Negative
171,JrSmitty56,37.2691755,-119.3066075,Positive
172,OmariWarren,32.810012,-117.104989,Negative
173,alegre1519,33.226316,-117.320879,Negative
174,mattlogical,37.2691755,-119.3066075,Positive
175,doodahlanding,33.814601,-117.917847,Negative
176,doodahlanding,33.814601,-117.917847,Positive
177,doodahlanding,33.842863,-117.851089,Positive
178,RickyRebelRocks,37.2691755,-119.3066075,Positive
179,Kyrodo,33.739992,-117.8874385,Positive
180,ErikTheElectric,37.2691755,-119.3066075,Positive
181,jolly2441,33.226316,-117.320879,Positive
182,Sydieee,33.121483999999995,-117.2879235,Positive
183,nuclearcomics,33.60366636,-117.69299286,Negative
184,Simp4Sluts,33.595946,-117.1103725,Positive
185,_Briannnamariee,32.810012,-117.104989,Negative
186,ricekittynails,33.77522655,-117.86554662,Negative
187,shindoverse,32.810012,-117.104989,Positive
188,TheKingKeon,37.2691755,-119.3066075,Positive
189,HungryBunnie23,32.810012,-117.104989,Negative
190,Nick_Merich,32.810012,-117.104989,Negative
191,_ChristianCash,32.810012,-117.104989,Positive
192,diegornelas,32.810012,-117.104989,Positive
193,NAbuzekri,33.80283929,-117.93902635,Positive
194,ASU_SuperFan,32.810012,-117.104989,Negative
195,RainBirdJobs,32.715738,-117.1610838,Positive
196,StrawHatYakub,32.810012,-117.104989,Positive
197,takarakanashi,33.842863,-117.851089,Negative
198,ICONchad,37.2691755,-119.3066075,Positive
199,Dennis_Sharp,33.689732,-117.7823605,Positive
200,texxate,37.2691755,-119.3066075,Positive
201,jennasroom,33.692542,-117.9987325,Negative
202,alejhay,33.9793435,-117.5800355,Positive
203,BijouReed,37.2691755,-119.3066075,Negative
204,lui5___,34.0451585,-117.603783,Negative
205,testgeo2021,37.2691755,-119.3066075,Positive
206,CoachThurmond87,32.810012,-117.104989,Positive
207,g_walls13,37.2691755,-119.3066075,Negative
208,ItsYungEmac,37.2691755,-119.3066075,Negative
209,eubarr,37.2691755,-119.3066075,Negative
210,KingArchieee,33.9247355,-117.990805,Negative
211,test5geo1798,37.2691755,-119.3066075,Positive
212,young_domo7,33.689732,-117.7823605,Negative
213,tmj_cao_sales,33.9971974,-117.4854802,Positive
214,inDJnous,33.842863,-117.851089,Positive
215,MichaelChelus,38.53240699,-122.54847303,Positive
216,adamlouistv,32.810012,-117.104989,Positive
217,mclanea,32.810012,-117.104989,Negative
218,iamjamesaguilar,32.810012,-117.104989,Positive
219,spaceghosttt,33.842863,-117.851089,Negative
220,towerofdaniels,33.921924000000004,-117.21792,Positive
221,rowdyslilmomma,37.2691755,-119.3066075,Positive
222,raw_yogijuice20,33.739992,-117.8874385,Negative
223,Taansend,32.810012,-117.104989,Negative
224,rjlobo422,33.921924000000004,-117.21792,Positive
225,huyzie,33.8527355,-118.006657,Negative
226,nuclearcomics,33.60366636,-117.69299286,Positive
227,ComericaJobs,33.6301328,-117.8721676,Positive
228,DavidFosterEva2,37.2691755,-119.3066075,Positive
229,SkyCirclesLA,34.0229232,-117.92097194,Negative
230,Simp4Sluts,33.595946,-117.1103725,Negative
231,raw_yogijuice20,33.739992,-117.8874385,Positive
232,cesarhfutbol,32.810012,-117.104989,Negative
233,tmj_CA_gensci,36.778261,-119.4179324,Positive
234,Tanooki_Liz,37.2691755,-119.3066075,Negative
235,kaylie_betscher,32.810012,-117.104989,Positive
236,seepsterr,32.810012,-117.104989,Positive
237,michael_k_woods,37.2691755,-119.3066075,Positive
238,shindoverse,32.810012,-117.104989,Positive
239,adam_ayala,34.0023805,-117.982366,Positive
240,Allenswifee,33.859093,-117.585658,Positive
241,masiahg_,32.810012,-117.104989,Negative
242,biiiiimbooo_,37.2691755,-119.3066075,Positive
243,asktatia,33.935822,-117.397616,Positive
244,JessPuente,33.935822,-117.397616,Negative
245,Crazy4ComicCon,33.7337835,-117.802135,Negative
246,judypit,32.810012,-117.104989,Negative
247,towerofdaniels,33.921924000000004,-117.21792,Positive
248,asktatia,33.935822,-117.397616,Positive
249,UPacificCareers,33.838445,-117.9025411,Positive
250,MrSierra2U,33.900901000000005,-118.0071635,Negative
251,asktatia,33.935822,-117.397616,Negative
252,cesarhfutbol,32.810012,-117.104989,Negative
253,dannysayswoof,32.810012,-117.104989,Positive
254,chicadesirenita,32.810012,-117.104989,Negative
255,ItsYungEmac,37.2691755,-119.3066075,Positive
256,StaceyScott_CWS,33.469634,-117.6887695,Negative
257,chicadesirenita,32.810012,-117.104989,Positive
258,mobilebarbiz,32.8689965,-117.25301859,Positive
259,asktatia,33.935822,-117.397616,Positive
260,pukdaddy,33.9759175,-118.0188555,Positive
261,laholiveira,32.810012,-117.104989,Negative
262,RickyVerdugo,33.810159,-117.824049,Negative
263,Adan_Tejada,33.842863,-117.851089,Negative
264,TovarAngelique,33.810159,-117.824049,Positive
265,asktatia,33.935822,-117.397616,Positive
266,towerofdaniels,33.921924000000004,-117.21792,Negative
267,KeanuTrades,33.935822,-117.397616,Negative
268,oflo7,33.842863,-117.851089,Negative
269,PeggySueZen,33.120359,-117.0723185,Negative
270,asktatia,33.935822,-117.397616,Positive
271,ChristineMcKea4,32.810012,-117.104989,Negative
272,SDWaveFCGritty,32.810012,-117.104989,Positive
273,asktatia,33.935822,-117.397616,Positive
274,idkmybff_Sarah,34.0451585,-117.603783,Positive
275,LuisRaulMartine,33.739992,-117.8874385,Positive
276,enchxntedswiftt,32.810012,-117.104989,Negative
277,rosaguac,37.2691755,-119.3066075,Negative
278,paki_aladdin,33.9793435,-117.5800355,Negative
279,nuclearcomics,33.60366636,-117.69299286,Positive
280,cesarhfutbol,32.810012,-117.104989,Positive
281,CarlsbadCharlie,32.810012,-117.104989,Positive
282,asktatia,33.935822,-117.397616,Positive
283,KeanuTrades,33.935822,-117.397616,Negative
284,elsgtz,33.842863,-117.851089,Negative
285,tmj_cao_edu,33.7463915,-117.8604472,Positive
286,asktatia,33.935822,-117.397616,Positive
287,Jacobknight_jk,33.9759175,-118.0188555,Negative
288,goodboytroy_,32.810012,-117.104989,Positive
289,backwardsflip,33.935822,-117.397616,Negative
290,KeanuTrades,33.935822,-117.397616,Negative
291,ReadingLegacies,32.810012,-117.104989,Positive
292,asktatia,33.935822,-117.397616,Positive
293,KeanuTrades,33.935822,-117.397616,Positive
294,shindoverse,32.810012,-117.104989,Negative
295,Jillian44262837,37.2691755,-119.3066075,Negative
296,Allenswifee,33.859093,-117.585658,Positive
297,eubarr,37.2691755,-119.3066075,Positive
298,CierraGlaude,37.2691755,-119.3066075,Positive
299,Lil__Billx,33.7337835,-117.802135,Negative
300,calcon2021,33.617638,-117.874032,Negative
301,asktatia,33.935822,-117.397616,Positive
302,towerofdaniels,33.921924000000004,-117.21792,Negative
303,madrelauren,32.810012,-117.104989,Negative
304,AlyMarieC,32.810012,-117.104989,Positive
305,asktatia,33.935822,-117.397616,Positive
306,staceymeis,33.810159,-117.824049,Positive
307,backwardsflip,33.935822,-117.397616,Positive
308,juleslabador,33.689732,-117.7823605,Positive
309,swimmerbutz,33.617638,-117.874032,Positive
310,lmartinezrealty,34.0451585,-117.603783,Positive
311,santoyoxo,37.2691755,-119.3066075,Negative
312,PGFKC,33.689732,-117.7823605,Positive
313,jonathan_shen7,33.692542,-117.9987325,Positive
314,asktatia,33.935822,-117.397616,Positive
315,Lil_Mamiiii_Jaz,37.2691755,-119.3066075,Positive
316,CaptainZeroGame,37.2691755,-119.3066075,Positive
317,nuclearcomics,33.60366636,-117.69299286,Positive
318,brianwhite1990,33.935822,-117.397616,Positive
319,asktatia,33.935822,-117.397616,Positive
320,cesarhfutbol,32.810012,-117.104989,Negative
321,_joycorrigan,33.61695,-117.93033,Positive
322,Jillian44262837,37.2691755,-119.3066075,Negative
323,SunnyHillsAD,33.88402,-117.95336,Positive
324,duhgurlz,33.9759175,-118.0188555,Positive
325,jc_kicks17,37.2691755,-119.3066075,Positive
326,JasonMaPhD,33.769045,-117.96854,Positive
327,ItsYungEmac,37.2691755,-119.3066075,Positive
328,duhgurlz,33.9759175,-118.0188555,Negative
329,towerofdaniels,33.921924000000004,-117.21792,Positive
330,_undrcoverbrtha,37.2691755,-119.3066075,Positive
331,lilreya,37.2691755,-119.3066075,Negative
332,VarelaMike,33.617638,-117.874032,Positive
333,Crispiccola,33.1387415,-117.1668165,Negative
334,SunnyHillsAD,33.88402,-117.95336,Negative
335,MetalListPod,33.184920500000004,-117.2397795,Positive
336,braintwist2112,33.71746839,-117.97013998,Negative
337,madrelauren,32.810012,-117.104989,Negative
338,TheGablesInn,38.39352215,-122.69303997,Positive
339,maniaknike23,37.2691755,-119.3066075,Negative
340,SDBoltedJedi,32.810012,-117.104989,Positive
341,JoeyScarantino,33.6463475,-117.671611,Negative
342,JellickBuck,33.992232,-117.899952,Positive
343,eubarr,37.2691755,-119.3066075,Positive
344,rosedubbb,33.842863,-117.851089,Negative
345,tmj_cao_pharm,33.7455731,-117.8678338,Positive
346,USAMOBILETIRE,32.7155,-117.1585,Positive
347,duhgurlz,33.9759175,-118.0188555,Positive
348,JoeyScarantino,33.6463475,-117.671611,Positive
349,carlostbyfelix,32.810012,-117.104989,Positive
350,tedcap,32.810012,-117.104989,Positive
351,towerofdaniels,33.921924000000004,-117.21792,Negative
352,everyEarthquake,35.8541667,-117.6676667,Positive
353,ohhalex__,33.615763,-117.257221,Positive
354,FranklinsRule,32.810012,-117.104989,Negative
355,AlexMontoya619,32.810012,-117.104989,Negative
356,test5geo1798,37.2691755,-119.3066075,Positive
357,Tops4Tweets,33.501021,-117.1195165,Positive
358,tmj_CA_EDU,35.1090685,-119.0227159,Positive
359,tmj_LAJ_NURSING,33.5539143,-117.2139232,Positive
360,KeanuTrades,33.935822,-117.397616,Positive
361,LakerChris26,33.689732,-117.7823605,Positive
362,LazyDogHQ,33.5262728,-117.1575857,Positive
363,Angiesal15,33.935822,-117.397616,Positive
364,emmthegr8,33.9248815,-117.947887,Negative
365,AryasDad23,37.2691755,-119.3066075,Negative
366,calcon2021,33.617638,-117.874032,Positive
367,milkingmyoats,32.810012,-117.104989,Negative
368,paki_aladdin,33.9793435,-117.5800355,Negative
369,_hannahsales,37.2691755,-119.3066075,Positive
370,KeanuTrades,33.935822,-117.397616,Positive
371,backwardsflip,33.935822,-117.397616,Negative
372,tmj_cao_util,34.0348144,-117.5848025,Positive
373,towerofdaniels,33.921924000000004,-117.21792,Positive
374,jetrujillo1027,37.2691755,-119.3066075,Positive
375,tmj_ca_usa_jobs,33.7263636,-117.7885434,Positive
376,califinfan,33.900901000000005,-118.0071635,Negative
377,BeisbolBrenden,33.692542,-117.9987325,Negative
378,OuraniaSeven,33.842863,-117.851089,Positive
379,martyparty82,33.692542,-117.9987325,Negative
380,nerdygirlfitnes,32.70661187,-117.16162562,Positive
381,jeremymstamper,37.2691755,-119.3066075,Negative
382,shindoverse,32.810012,-117.104989,Positive
383,testgeo2021,37.2691755,-119.3066075,Positive
384,CarlsbadCharlie,32.810012,-117.104989,Positive
385,TheeSurfNinja2,32.810012,-117.104989,Negative
386,JosephVVallace,33.689732,-117.7823605,Negative
387,towerofdaniels,33.921924000000004,-117.21792,Negative
388,nubia_kg,33.1387415,-117.1668165,Negative
389,jackmorgan,33.5751,-117.725,Positive
390,mikehenryjr,33.121483999999995,-117.2879235,Positive
391,MoniBarre,33.595946,-117.1103725,Positive
392,PrologistixJobs,34.0348144,-117.5848025,Positive
393,doodahlanding,33.842863,-117.851089,Negative
394,deepregards,33.859093,-117.585658,Negative
395,frostydg,32.7351189,-117.1600037,Positive
396,jkvasager,33.121483999999995,-117.2879235,Negative
397,duhgurlz,33.9759175,-118.0188555,Positive
398,Crisflorida09,33.842863,-117.851089,Negative
399,Pimp_Lord619,37.2691755,-119.3066075,Positive
400,jaymedondada,32.810012,-117.104989,Positive
401,fanbin00341657,33.8904245,-117.789005,Positive
402,AliWunderman,37.2691755,-119.3066075,Positive
403,_brayj,32.810012,-117.104989,Positive
404,charmedhipster,32.7155,-117.1585,Positive
405,doodahlanding,33.814601,-117.917847,Negative
406,Capitch44,33.7615245,-117.4659275,Negative
407,spaceghosttt,33.842863,-117.851089,Negative
408,DisneyGoofballs,33.811249,-117.920809,Positive
409,CierraGlaude,37.2691755,-119.3066075,Negative
410,sae_miguel96,34.0451585,-117.603783,Positive
411,everyEarthquake,32.6091652,-116.9846649,Positive
412,FamousLove69,33.859093,-117.585658,Negative
413,quakesLA,32.609,-116.985,Positive
414,JosephVVallace,33.689732,-117.7823605,Negative
415,QuakesToday,32.609,-116.985,Negative
416,towerofdaniels,33.921924000000004,-117.21792,Positive
417,nerdygirlfitnes,32.70661187,-117.16162562,Positive
418,TARA_YOUSEFI,32.810012,-117.104989,Negative
419,nubia_kg,33.1387415,-117.1668165,Positive
420,AliWunderman,37.2691755,-119.3066075,Negative
421,KeanuTrades,33.935822,-117.397616,Positive
422,madsakela,33.438735,-117.618621,Positive
423,doodahlanding,33.814601,-117.917847,Negative
424,testgeo2021,37.2691755,-119.3066075,Positive
425,jonathan_shen7,33.692542,-117.9987325,Positive
426,nubia_kg,33.1387415,-117.1668165,Negative
427,shindoverse,32.810012,-117.104989,Negative
428,JosephVVallace,33.689732,-117.7823605,Negative
429,doodahlanding,33.842863,-117.851089,Positive
430,94__MARKK,33.769045,-117.96854,Positive
431,DarkfireCapital,32.810012,-117.104989,Positive
432,_garretthughes,32.810012,-117.104989,Negative
433,The__Hunter01,33.842863,-117.851089,Positive
434,martymadrid,37.2691755,-119.3066075,Positive
435,GenuineGerm,34.0451585,-117.603783,Positive
436,grid_events,33.613393,-117.919157,Negative
437,A_Clipz,34.0451585,-117.603783,Negative
438,AliWunderman,37.2691755,-119.3066075,Positive
439,test5geo1798,37.2691755,-119.3066075,Positive
440,gueritagabs,33.739992,-117.8874385,Positive
441,nubia_kg,33.1387415,-117.1668165,Negative
442,_brayj,32.810012,-117.104989,Positive
443,RSB93_,32.810012,-117.104989,Positive
444,ThaiThunder,33.737681,-117.779134,Negative
445,derrickruthless,33.603508000000005,-117.656773,Positive
446,KandisGilmore,37.2691755,-119.3066075,Positive
447,UncleSa21523703,37.2691755,-119.3066075,Positive
448,tokyomegaplex,37.2691755,-119.3066075,Positive
449,illesthoneyy,32.810012,-117.104989,Positive
450,tmj_cao_finance,33.8186944,-117.9086611,Positive
451,nubia_kg,33.1387415,-117.1668165,Negative
452,diegornelas,32.810012,-117.104989,Positive
453,WinnerRocky,32.810012,-117.104989,Positive
454,Anyextee,37.2691755,-119.3066075,Negative
455,UncleSa21523703,37.2691755,-119.3066075,Positive
456,Ello_Felicia,32.810012,-117.104989,Negative
457,risingtied,33.692542,-117.9987325,Negative
458,rocc_da_luxx,34.000937,-117.815428,Positive
459,jjwenrich2,33.438735,-117.618621,Negative
460,JosephVVallace,33.689732,-117.7823605,Positive
461,bowman810,33.1387415,-117.1668165,Positive
462,MoonshineDesign,32.810012,-117.104989,Positive
463,testastretta,37.2691755,-119.3066075,Negative
464,1stCAV_AM_1972,33.6880475,-117.1970825,Positive
465,YeshuaPatkweit1,32.810012,-117.104989,Negative
466,duhgurlz,33.9759175,-118.0188555,Positive
467,LakerNationTony,33.9949115,-117.48099,Negative
468,KathySivils,37.2691755,-119.3066075,Positive
469,opinionatedwino,37.2691755,-119.3066075,Positive
470,_hannizzle,33.842863,-117.851089,Positive
471,rocc_da_luxx,34.000937,-117.815428,Negative
472,shindoverse,32.810012,-117.104989,Positive
473,JosephVVallace,33.689732,-117.7823605,Negative
474,killa_meow,33.9759175,-118.0188555,Positive
475,derrickruthless,33.603508000000005,-117.656773,Positive
476,NikkiDeeDJ,33.87,-117.96514,Positive
477,BrunoReynozzo,33.842863,-117.851089,Negative
478,justinkichlerr,33.9248815,-117.947887,Positive
479,MateoDeangelo,33.842863,-117.851089,Positive
480,illesthoneyy,32.810012,-117.104989,Positive
481,breckfastpotato,32.810012,-117.104989,Negative
482,martymadrid,37.2691755,-119.3066075,Positive
483,itstammytee,32.810012,-117.104989,Negative
484,REALLiSAMARiE,32.810012,-117.104989,Positive
485,kevc1980,32.810012,-117.104989,Negative
486,KandisGilmore,37.2691755,-119.3066075,Positive
487,kaitlinparques,33.900901000000005,-118.0071635,Negative
488,MateoDeangelo,33.842863,-117.851089,Negative
489,BrunoReynozzo,33.842863,-117.851089,Negative
490,takarakanashi,33.842863,-117.851089,Negative
491,Kyrodo,33.739992,-117.8874385,Negative
492,REALLiSAMARiE,32.810012,-117.104989,Positive
493,1stCAV_AM_1972,33.6880475,-117.1970825,Positive
494,tmj_cao_art,34.1425078,-118.255075,Positive
495,taysmith8080,33.810159,-117.824049,Positive
496,YeshuaPatkweit1,32.810012,-117.104989,Positive
497,hugsandtokes,33.842863,-117.851089,Negative
498,NWJS_jobs,37.020964,-120.644224,Positive
499,mattlogical,37.2691755,-119.3066075,Positive
500,WillDLeeEsq,32.810012,-117.104989,Negative
501,BrunoReynozzo,33.842863,-117.851089,Negative
502,HAI_is4_horses,33.438735,-117.618621,Negative
503,MateoDeangelo,33.842863,-117.851089,Negative
504,joseph_them,33.692542,-117.9987325,Negative
505,illesthoneyy,32.810012,-117.104989,Positive
506,djjjfrost,37.2691755,-119.3066075,Negative
507,Conspiratorpres,33.739992,-117.8874385,Positive
508,Simp4Sluts,33.595946,-117.1103725,Negative
509,duchovny1231,33.615763,-117.257221,Positive
510,GridironAndWine,32.810012,-117.104989,Positive
511,LaCausaRifa,33.921924000000004,-117.21792,Positive
512,pampartydoll,33.501021,-117.1195165,Negative
513,94__MARKK,33.769045,-117.96854,Negative
514,coastal_eddyLB,33.547673,-117.7751835,Positive
515,DebbieMcKeon1,33.9725155,-117.721761,Positive
516,NonieLani,33.921924000000004,-117.21792,Positive
517,Hungx623,33.842863,-117.851089,Positive
518,duchovny1231,33.615763,-117.257221,Positive
519,JaceWeckmann,32.810012,-117.104989,Positive
520,hectorjuarez_50,33.842863,-117.851089,Positive
521,sads_in_plaids,32.810012,-117.104989,Negative
522,MateoDeangelo,33.842863,-117.851089,Negative
523,julieclopino,32.810012,-117.104989,Negative
524,spookylilj,32.810012,-117.104989,Negative
525,CiZiad,33.689732,-117.7823605,Positive
526,emmthegr8,33.9248815,-117.947887,Negative
527,zoneathletes,33.529449,-117.7063095,Negative
528,JaceWeckmann,32.810012,-117.104989,Positive
529,Jailerma,32.810012,-117.104989,Negative
530,OmariWarren,32.810012,-117.104989,Negative
531,pampartydoll,33.501021,-117.1195165,Positive
532,MrSierra2U,33.900901000000005,-118.0071635,Positive
533,MoniBarre,33.595946,-117.1103725,Positive
534,eubarr,37.2691755,-119.3066075,Positive
535,hectorjuarez_50,33.842863,-117.851089,Positive
536,starlight348,34.0451585,-117.603783,Positive
537,tmj_CAA_transp,34.6195028,-120.2166519,Positive
538,krazynicks,33.97464266,-118.04601688,Positive
539,Nico42887229,33.935822,-117.397616,Negative
540,KarinAbcarians,37.2691755,-119.3066075,Positive
